scope,scope_id,glyph,cost_bytes,line_count,row_ids,english,korean,saving_if_removed_from_scope,english_substitution,scene
movie,2,름,64,1,movie:0:4384,His name is Nikolai Stepanovich Sokolov.,이름은 니콜라이 스테파노비치 소콜로프.,64,not_generated,
movie,2,발,64,1,movie:0:4820,and the East's foremost expert on weapons development.,동구권 최고의 병기 개발 전문가이기도 해.,64,not_generated,
movie,2,병,64,2,movie:0:4664|movie:0:4820,"one of the Soviets' top-secret weapon research facilities, || and the East's foremost expert on weapons development.",소련의 극비 병기 연구시설 중 하나지. || 동구권 최고의 병기 개발 전문가이기도 해.,64,not_generated,
movie,2,복,64,1,movie:0:4260,through one of our moles.,우리 잠복공작원을 통해서.,64,not_generated,
movie,2,비,64,2,movie:0:4384|movie:0:4664,"His name is Nikolai Stepanovich Sokolov. || one of the Soviets' top-secret weapon research facilities,",이름은 니콜라이 스테파노비치 소콜로프. || 소련의 극비 병기 연구시설 중 하나지.,64,not_generated,
movie,2,연,64,1,movie:0:4664,"one of the Soviets' top-secret weapon research facilities,",소련의 극비 병기 연구시설 중 하나지.,64,not_generated,
movie,2,작,64,1,movie:0:4260,through one of our moles.,우리 잠복공작원을 통해서.,64,not_generated,
movie,2,잠,64,1,movie:0:4260,through one of our moles.,우리 잠복공작원을 통해서.,64,not_generated,
movie,2,장,64,1,movie:0:4524,"He's head of the OKB-754 Design Bureau,","OKB-754 설계국의 국장으로,",64,not_generated,
movie,2,전,64,1,movie:0:4820,and the East's foremost expert on weapons development.,동구권 최고의 병기 개발 전문가이기도 해.,64,not_generated,
movie,2,중,64,1,movie:0:4664,"one of the Soviets' top-secret weapon research facilities,",소련의 극비 병기 연구시설 중 하나지.,64,not_generated,
movie,2,최,64,1,movie:0:4820,and the East's foremost expert on weapons development.,동구권 최고의 병기 개발 전문가이기도 해.,64,not_generated,
movie,2,치,64,1,movie:0:4384,His name is Nikolai Stepanovich Sokolov.,이름은 니콜라이 스테파노비치 소콜로프.,64,not_generated,
movie,2,테,64,1,movie:0:4384,His name is Nikolai Stepanovich Sokolov.,이름은 니콜라이 스테파노비치 소콜로프.,64,not_generated,
movie,2,통,64,1,movie:0:4260,through one of our moles.,우리 잠복공작원을 통해서.,64,not_generated,
movie,2,파,64,1,movie:0:4384,His name is Nikolai Stepanovich Sokolov.,이름은 니콜라이 스테파노비치 소콜로프.,64,not_generated,
movie,3,공,64,1,movie:0:6476,the Soviets achieved the first manned space flight in history.,소련은 인류 최초의 유인 우주비행에 성공했어.,64,not_generated,
movie,3,년,64,1,movie:0:6360,"On April 12, 1961,","1961년 4월 12일,",64,not_generated,
movie,3,련,64,1,movie:0:6476,the Soviets achieved the first manned space flight in history.,소련은 인류 최초의 유인 우주비행에 성공했어.,64,not_generated,
movie,3,류,64,1,movie:0:6476,the Soviets achieved the first manned space flight in history.,소련은 인류 최초의 유인 우주비행에 성공했어.,64,not_generated,
movie,3,비,64,1,movie:0:6476,the Soviets achieved the first manned space flight in history.,소련은 인류 최초의 유인 우주비행에 성공했어.,64,not_generated,
movie,3,월,64,1,movie:0:6360,"On April 12, 1961,","1961년 4월 12일,",64,not_generated,
movie,3,주,64,1,movie:0:6476,the Soviets achieved the first manned space flight in history.,소련은 인류 최초의 유인 우주비행에 성공했어.,64,not_generated,
movie,3,초,64,1,movie:0:6476,the Soviets achieved the first manned space flight in history.,소련은 인류 최초의 유인 우주비행에 성공했어.,64,not_generated,
movie,3,최,64,1,movie:0:6476,the Soviets achieved the first manned space flight in history.,소련은 인류 최초의 유인 우주비행에 성공했어.,64,not_generated,
movie,3,했,64,1,movie:0:6476,the Soviets achieved the first manned space flight in history.,소련은 인류 최초의 유인 우주비행에 성공했어.,64,not_generated,
movie,5,걸,64,1,movie:0:10900,"And for that, he left his country and his family behind and went over the fence?",그걸 위해 조국과 가족까지 버리고 망명한 건가?,64,not_generated,
movie,5,공,64,1,movie:0:11372,"We used a mole to get the family out first,","우린 잠복공작원으로 가족부터 탈출시켰고,",64,not_generated,
movie,5,과,64,1,movie:0:10900,"And for that, he left his country and his family behind and went over the fence?",그걸 위해 조국과 가족까지 버리고 망명한 건가?,64,not_generated,
movie,5,국,64,1,movie:0:10900,"And for that, he left his country and his family behind and went over the fence?",그걸 위해 조국과 가족까지 버리고 망명한 건가?,64,not_generated,
movie,5,꼭,64,1,movie:0:11080,Not exactly.,꼭 그렇진 않아.,64,not_generated,
movie,5,린,64,1,movie:0:11372,"We used a mole to get the family out first,","우린 잠복공작원으로 가족부터 탈출시켰고,",64,not_generated,
movie,5,망,64,1,movie:0:10900,"And for that, he left his country and his family behind and went over the fence?",그걸 위해 조국과 가족까지 버리고 망명한 건가?,64,not_generated,
movie,5,복,64,1,movie:0:11372,"We used a mole to get the family out first,","우린 잠복공작원으로 가족부터 탈출시켰고,",64,not_generated,
movie,5,오,64,1,movie:0:11192,One of his conditions was that his family was also to be taken safely to the West.,조건 중 하나가 가족도 안전하게 서방으로 데려오는 것이었어.,64,not_generated,
movie,5,작,64,1,movie:0:11372,"We used a mole to get the family out first,","우린 잠복공작원으로 가족부터 탈출시켰고,",64,not_generated,
movie,5,잠,64,1,movie:0:11372,"We used a mole to get the family out first,","우린 잠복공작원으로 가족부터 탈출시켰고,",64,not_generated,
movie,5,전,64,1,movie:0:11192,One of his conditions was that his family was also to be taken safely to the West.,조건 중 하나가 가족도 안전하게 서방으로 데려오는 것이었어.,64,not_generated,
movie,5,족,64,3,movie:0:10900|movie:0:11192|movie:0:11372,"And for that, he left his country and his family behind and went over the fence? || One of his conditions was that his family was also to be taken safely to the West. || We used a mole to get the family out first,","그걸 위해 조국과 가족까지 버리고 망명한 건가? || 조건 중 하나가 가족도 안전하게 서방으로 데려오는 것이었어. || 우린 잠복공작원으로 가족부터 탈출시켰고,",64,not_generated,
movie,5,중,64,1,movie:0:11192,One of his conditions was that his family was also to be taken safely to the West.,조건 중 하나가 가족도 안전하게 서방으로 데려오는 것이었어.,64,not_generated,
movie,5,진,64,1,movie:0:11080,Not exactly.,꼭 그렇진 않아.,64,not_generated,
movie,5,출,64,1,movie:0:11372,"We used a mole to get the family out first,","우린 잠복공작원으로 가족부터 탈출시켰고,",64,not_generated,
movie,5,켰,64,1,movie:0:11372,"We used a mole to get the family out first,","우린 잠복공작원으로 가족부터 탈출시켰고,",64,not_generated,
movie,5,탈,64,1,movie:0:11372,"We used a mole to get the family out first,","우린 잠복공작원으로 가족부터 탈출시켰고,",64,not_generated,
movie,6,곧,64,1,movie:0:12776,and succeeded in sneaking Sokolov over the Berlin Wall shortly afterwards.,곧이어 소콜로프도 베를린 장벽 너머로 빼냈지.,64,not_generated,
movie,6,과,64,1,movie:0:14220,"but the whole ordeal had left him exhausted,",그 과정에서 완전히 지쳐 있었어.,64,not_generated,
movie,6,냈,64,1,movie:0:12776,and succeeded in sneaking Sokolov over the Berlin Wall shortly afterwards.,곧이어 소콜로프도 베를린 장벽 너머로 빼냈지.,64,not_generated,
movie,6,너,64,1,movie:0:12776,and succeeded in sneaking Sokolov over the Berlin Wall shortly afterwards.,곧이어 소콜로프도 베를린 장벽 너머로 빼냈지.,64,not_generated,
movie,6,린,64,2,movie:0:12776|movie:0:14572,and succeeded in sneaking Sokolov over the Berlin Wall shortly afterwards. || and we checked him into a hospital in West Berlin.,곧이어 소콜로프도 베를린 장벽 너머로 빼냈지. || 그래서 서베를린의 병원에 입원시켰지.,64,not_generated,
movie,6,베,64,2,movie:0:12776|movie:0:14572,and succeeded in sneaking Sokolov over the Berlin Wall shortly afterwards. || and we checked him into a hospital in West Berlin.,곧이어 소콜로프도 베를린 장벽 너머로 빼냈지. || 그래서 서베를린의 병원에 입원시켰지.,64,not_generated,
movie,6,벽,64,1,movie:0:12776,and succeeded in sneaking Sokolov over the Berlin Wall shortly afterwards.,곧이어 소콜로프도 베를린 장벽 너머로 빼냈지.,64,not_generated,
movie,6,병,64,1,movie:0:14572,and we checked him into a hospital in West Berlin.,그래서 서베를린의 병원에 입원시켰지.,64,not_generated,
movie,6,빼,64,1,movie:0:12776,and succeeded in sneaking Sokolov over the Berlin Wall shortly afterwards.,곧이어 소콜로프도 베를린 장벽 너머로 빼냈지.,64,not_generated,
movie,6,였,64,1,movie:0:13076,I was the one who conducted the operation.,그 작전을 지휘한 게 나였어.,64,not_generated,
movie,6,완,64,1,movie:0:14220,"but the whole ordeal had left him exhausted,",그 과정에서 완전히 지쳐 있었어.,64,not_generated,
movie,6,작,64,1,movie:0:13076,I was the one who conducted the operation.,그 작전을 지휘한 게 나였어.,64,not_generated,
movie,6,장,64,1,movie:0:12776,and succeeded in sneaking Sokolov over the Berlin Wall shortly afterwards.,곧이어 소콜로프도 베를린 장벽 너머로 빼냈지.,64,not_generated,
movie,6,전,64,2,movie:0:13076|movie:0:14220,"I was the one who conducted the operation. || but the whole ordeal had left him exhausted,",그 작전을 지휘한 게 나였어. || 그 과정에서 완전히 지쳐 있었어.,64,not_generated,
movie,6,쳐,64,1,movie:0:14220,"but the whole ordeal had left him exhausted,",그 과정에서 완전히 지쳐 있었어.,64,not_generated,
movie,6,켰,64,1,movie:0:14572,and we checked him into a hospital in West Berlin.,그래서 서베를린의 병원에 입원시켰지.,64,not_generated,
movie,6,휘,64,1,movie:0:13076,I was the one who conducted the operation.,그 작전을 지휘한 게 나였어.,64,not_generated,
movie,7,걸,64,1,movie:0:14900,to get from the research facility in the Soviet Union to Berlin.,2주나 걸려 빠져나온 거야.,64,not_generated,
movie,7,구,64,1,movie:0:14756,It took him two weeks and more than 600 miles,소련의 연구시설에서 베를린까지 600마일 넘는 거리를,64,not_generated,
movie,7,넘,64,1,movie:0:14756,It took him two weeks and more than 600 miles,소련의 연구시설에서 베를린까지 600마일 넘는 거리를,64,not_generated,
movie,7,련,64,1,movie:0:14756,It took him two weeks and more than 600 miles,소련의 연구시설에서 베를린까지 600마일 넘는 거리를,64,not_generated,
movie,7,린,64,1,movie:0:14756,It took him two weeks and more than 600 miles,소련의 연구시설에서 베를린까지 600마일 넘는 거리를,64,not_generated,
movie,7,베,64,1,movie:0:14756,It took him two weeks and more than 600 miles,소련의 연구시설에서 베를린까지 600마일 넘는 거리를,64,not_generated,
movie,7,빠,64,1,movie:0:14900,to get from the research facility in the Soviet Union to Berlin.,2주나 걸려 빠져나온 거야.,64,not_generated,
movie,7,연,64,1,movie:0:14756,It took him two weeks and more than 600 miles,소련의 연구시설에서 베를린까지 600마일 넘는 거리를,64,not_generated,
movie,7,였,64,1,movie:0:15064,He was in no condition to say anything coherent.,제대로 말도 못 할 정도였지.,64,not_generated,
movie,7,온,64,1,movie:0:14900,to get from the research facility in the Soviet Union to Berlin.,2주나 걸려 빠져나온 거야.,64,not_generated,
movie,7,져,64,1,movie:0:14900,to get from the research facility in the Soviet Union to Berlin.,2주나 걸려 빠져나온 거야.,64,not_generated,
movie,7,주,64,1,movie:0:14900,to get from the research facility in the Soviet Union to Berlin.,2주나 걸려 빠져나온 거야.,64,not_generated,
movie,11,국,64,1,movie:0:23208,You mean the one where the U.S. agreed to remove its IRBMs from Turkey?,미국이 터키의 IRBM을 철수하기로 한 그 거래 말인가?,64,not_generated,
movie,11,철,64,1,movie:0:23208,You mean the one where the U.S. agreed to remove its IRBMs from Turkey?,미국이 터키의 IRBM을 철수하기로 한 그 거래 말인가?,64,not_generated,
movie,12,놈,64,1,movie:0:25736,They wanted us to return Sokolov.,놈들이 원한 건 소콜로프의 송환이었어.,64,not_generated,
movie,12,송,64,1,movie:0:25736,They wanted us to return Sokolov.,놈들이 원한 건 소콜로프의 송환이었어.,64,not_generated,
movie,12,환,64,1,movie:0:25736,They wanted us to return Sokolov.,놈들이 원한 건 소콜로프의 송환이었어.,64,not_generated,
movie,25,실,64,1,movie:2:51528,ICUs in the world?,세계의 중환자실?,64,not_generated,
movie,25,중,64,1,movie:2:51528,ICUs in the world?,세계의 중환자실?,64,not_generated,
movie,25,환,64,1,movie:2:51528,ICUs in the world?,세계의 중환자실?,64,not_generated,
movie,26,공,64,1,movie:2:53528,"According to them, I'm a traitor and an accomplice to The Boss' defection.",그들 말로는 내가 반역자이자 더 보스의 망명 공범이래.,64,not_generated,
movie,26,국,64,1,movie:2:53972,Let's just say neither one of us is going to be made a national hero out of this.,우리 둘 다 이 일로 국가 영웅이 되진 못한다는 거지.,64,not_generated,
movie,26,당,64,1,movie:2:53836,"Does that mean they're after you, too?",그럼 당신도 쫓기고 있다는 뜻이야?,64,not_generated,
movie,26,럼,64,1,movie:2:53836,"Does that mean they're after you, too?",그럼 당신도 쫓기고 있다는 뜻이야?,64,not_generated,
movie,26,망,64,1,movie:2:53528,"According to them, I'm a traitor and an accomplice to The Boss' defection.",그들 말로는 내가 반역자이자 더 보스의 망명 공범이래.,64,not_generated,
movie,26,반,64,1,movie:2:53528,"According to them, I'm a traitor and an accomplice to The Boss' defection.",그들 말로는 내가 반역자이자 더 보스의 망명 공범이래.,64,not_generated,
movie,26,범,64,1,movie:2:53528,"According to them, I'm a traitor and an accomplice to The Boss' defection.",그들 말로는 내가 반역자이자 더 보스의 망명 공범이래.,64,not_generated,
movie,26,뿐,64,1,movie:2:53700,They're just looking for a scapegoat.,희생양이 필요한 것뿐이야.,64,not_generated,
movie,26,생,64,1,movie:2:53700,They're just looking for a scapegoat.,희생양이 필요한 것뿐이야.,64,not_generated,
movie,26,신,64,1,movie:2:53836,"Does that mean they're after you, too?",그럼 당신도 쫓기고 있다는 뜻이야?,64,not_generated,
movie,26,양,64,1,movie:2:53700,They're just looking for a scapegoat.,희생양이 필요한 것뿐이야.,64,not_generated,
movie,26,역,64,1,movie:2:53528,"According to them, I'm a traitor and an accomplice to The Boss' defection.",그들 말로는 내가 반역자이자 더 보스의 망명 공범이래.,64,not_generated,
movie,26,영,64,1,movie:2:53972,Let's just say neither one of us is going to be made a national hero out of this.,우리 둘 다 이 일로 국가 영웅이 되진 못한다는 거지.,64,not_generated,
movie,26,웅,64,1,movie:2:53972,Let's just say neither one of us is going to be made a national hero out of this.,우리 둘 다 이 일로 국가 영웅이 되진 못한다는 거지.,64,not_generated,
movie,26,진,64,1,movie:2:53972,Let's just say neither one of us is going to be made a national hero out of this.,우리 둘 다 이 일로 국가 영웅이 되진 못한다는 거지.,64,not_generated,
movie,26,쫓,64,1,movie:2:53836,"Does that mean they're after you, too?",그럼 당신도 쫓기고 있다는 뜻이야?,64,not_generated,
movie,26,희,64,1,movie:2:53700,They're just looking for a scapegoat.,희생양이 필요한 것뿐이야.,64,not_generated,
movie,27,냥,64,1,movie:2:55508,This fox is still one step ahead of the hounds.,이 여우는 아직 사냥개보다 한발 앞서 있어.,64,not_generated,
movie,27,늘,64,1,movie:2:55656,The reason I came to see you today...,오늘 자네를 찾아온 이유는...,64,not_generated,
movie,27,달,64,1,movie:2:56052,The situation has changed.,상황이 달라졌어.,64,not_generated,
movie,27,발,64,1,movie:2:55508,This fox is still one step ahead of the hounds.,이 여우는 아직 사냥개보다 한발 앞서 있어.,64,not_generated,
movie,27,씻,64,1,movie:2:55792,"Jack, it's time for FOX to clear its name.","잭, FOX의 오명을 씻을 때가 왔다.",64,not_generated,
movie,27,앞,64,1,movie:2:55508,This fox is still one step ahead of the hounds.,이 여우는 아직 사냥개보다 한발 앞서 있어.,64,not_generated,
movie,27,오,64,2,movie:2:55656|movie:2:55792,"The reason I came to see you today... || Jack, it's time for FOX to clear its name.","오늘 자네를 찾아온 이유는... || 잭, FOX의 오명을 씻을 때가 왔다.",64,not_generated,
movie,27,온,64,1,movie:2:55656,The reason I came to see you today...,오늘 자네를 찾아온 이유는...,64,not_generated,
movie,27,잭,64,1,movie:2:55792,"Jack, it's time for FOX to clear its name.","잭, FOX의 오명을 씻을 때가 왔다.",64,not_generated,
movie,27,졌,64,1,movie:2:56052,The situation has changed.,상황이 달라졌어.,64,not_generated,
movie,27,직,64,1,movie:2:55508,This fox is still one step ahead of the hounds.,이 여우는 아직 사냥개보다 한발 앞서 있어.,64,not_generated,
movie,27,찾,64,1,movie:2:55656,The reason I came to see you today...,오늘 자네를 찾아온 이유는...,64,not_generated,
movie,27,황,64,1,movie:2:56052,The situation has changed.,상황이 달라졌어.,64,not_generated,
movie,28,결,64,1,movie:2:57980,They decided when they're going to execute us?,우릴 언제 처형할지 결정했나?,64,not_generated,
movie,28,너,64,1,movie:2:57584,Don't get too excited.,너무 들뜨진 마.,64,not_generated,
movie,28,늘,64,1,movie:2:57836,"This morning, I had a meeting with the CIA.",오늘 아침 CIA와 회의를 했네.,64,not_generated,
movie,28,뜨,64,1,movie:2:57584,Don't get too excited.,너무 들뜨진 마.,64,not_generated,
movie,28,릴,64,1,movie:2:57980,They decided when they're going to execute us?,우릴 언제 처형할지 결정했나?,64,not_generated,
movie,28,산,64,1,movie:2:57704,"Here, have a cigar...it's Cuban.","자, 시가 한 대 하게... 쿠바산이야.",64,not_generated,
movie,28,언,64,1,movie:2:57980,They decided when they're going to execute us?,우릴 언제 처형할지 결정했나?,64,not_generated,
movie,28,오,64,1,movie:2:57836,"This morning, I had a meeting with the CIA.",오늘 아침 CIA와 회의를 했네.,64,not_generated,
movie,28,진,64,1,movie:2:57584,Don't get too excited.,너무 들뜨진 마.,64,not_generated,
movie,28,처,64,1,movie:2:57980,They decided when they're going to execute us?,우릴 언제 처형할지 결정했나?,64,not_generated,
movie,28,침,64,1,movie:2:57836,"This morning, I had a meeting with the CIA.",오늘 아침 CIA와 회의를 했네.,64,not_generated,
movie,28,쿠,64,1,movie:2:57704,"Here, have a cigar...it's Cuban.","자, 시가 한 대 하게... 쿠바산이야.",64,not_generated,
movie,28,했,64,2,movie:2:57836|movie:2:57980,"This morning, I had a meeting with the CIA. || They decided when they're going to execute us?",오늘 아침 CIA와 회의를 했네. || 우릴 언제 처형할지 결정했나?,64,not_generated,
movie,28,형,64,1,movie:2:57980,They decided when they're going to execute us?,우릴 언제 처형할지 결정했나?,64,not_generated,
movie,28,회,64,1,movie:2:57836,"This morning, I had a meeting with the CIA.",오늘 아침 CIA와 회의를 했네.,64,not_generated,
demo,0,송,64,1,demo:2:2669792,"ensure the safety of Sokolov, and bring him back to the West.","Sokolov 확보, 서방 이송.",64,not_generated,2
demo,0,오,64,1,demo:2:2670184,"If we don't get Sokolov back before that weapon is complete,",무기 완성 전 못 데려오면,64,not_generated,2
demo,0,완,64,1,demo:2:2670184,"If we don't get Sokolov back before that weapon is complete,",무기 완성 전 못 데려오면,64,not_generated,2
demo,0,잠,64,1,demo:2:2669336,"Your mission is to infiltrate Tselinoyarsk in the Soviet mountains,","임무는 Tselinoyarsk 잠입,",64,not_generated,2
demo,0,전,64,1,demo:2:2670184,"If we don't get Sokolov back before that weapon is complete,",무기 완성 전 못 데려오면,64,not_generated,2
demo,0,큰,64,1,demo:2:2670600,we'll be facing a major crisis.,큰일 난다.,64,not_generated,2
demo,0,확,64,1,demo:2:2669792,"ensure the safety of Sokolov, and bring him back to the West.","Sokolov 확보, 서방 이송.",64,not_generated,2
demo,2,격,64,1,demo:2:5282592,The shock will be less than during a parachute jump.,충격은 낙하산보다 적다.,64,not_generated,2
demo,2,경,64,1,demo:2:5283268,"So, you're planning on going over the border in a single Combat Talon?",Combat Talon 1대로 국경 넘나?,64,not_generated,2
demo,2,국,64,1,demo:2:5283268,"So, you're planning on going over the border in a single Combat Talon?",Combat Talon 1대로 국경 넘나?,64,not_generated,2
demo,2,낙,64,1,demo:2:5282592,The shock will be less than during a parachute jump.,충격은 낙하산보다 적다.,64,not_generated,2
demo,2,넘,64,1,demo:2:5283268,"So, you're planning on going over the border in a single Combat Talon?",Combat Talon 1대로 국경 넘나?,64,not_generated,2
demo,2,산,64,1,demo:2:5282592,The shock will be less than during a parachute jump.,충격은 낙하산보다 적다.,64,not_generated,2
demo,2,충,64,1,demo:2:5282592,The shock will be less than during a parachute jump.,충격은 낙하산보다 적다.,64,not_generated,2
demo,2,틴,64,1,demo:2:5282968,And the arm can handle up to 500 pounds.,arm은 500lb까지 버틴다.,64,not_generated,2
demo,3,녁,64,1,demo:2:6088416,Home in time for dinner.,저녁 전엔 온다.,64,not_generated,2
demo,3,온,64,1,demo:2:6088416,Home in time for dinner.,저녁 전엔 온다.,64,not_generated,2
demo,3,전,64,1,demo:2:6088416,Home in time for dinner.,저녁 전엔 온다.,64,not_generated,2
demo,8,너,64,1,demo:10:17222632,I've come to escort you back to the other side of the Iron Curtain.,철의 장막 너머로 당신을 데려가러 왔다.,64,not_generated,10
demo,8,당,64,1,demo:10:17222632,I've come to escort you back to the other side of the Iron Curtain.,철의 장막 너머로 당신을 데려가러 왔다.,64,not_generated,10
demo,8,막,64,1,demo:10:17222632,I've come to escort you back to the other side of the Iron Curtain.,철의 장막 너머로 당신을 데려가러 왔다.,64,not_generated,10
demo,8,신,64,1,demo:10:17222632,I've come to escort you back to the other side of the Iron Curtain.,철의 장막 너머로 당신을 데려가러 왔다.,64,not_generated,10
demo,8,장,64,1,demo:10:17222632,I've come to escort you back to the other side of the Iron Curtain.,철의 장막 너머로 당신을 데려가러 왔다.,64,not_generated,10
demo,8,철,64,1,demo:10:17222632,I've come to escort you back to the other side of the Iron Curtain.,철의 장막 너머로 당신을 데려가러 왔다.,64,not_generated,10
demo,9,찬,64,1,demo:10:18715640,What is it?,칭찬하고,64,not_generated,10
demo,9,칭,64,1,demo:10:18715640,What is it?,칭찬하고,64,not_generated,10
demo,10,름,64,1,demo:10:19638116,...Never heard of him.,...처음 듣는 이름이군.,64,not_generated,10
demo,10,처,64,1,demo:10:19638116,...Never heard of him.,...처음 듣는 이름이군.,64,not_generated,10
demo,15,꺼,64,1,demo:12:31740236,Now get out of here.,이제 여기서 꺼져.,64,not_generated,12
demo,15,져,64,1,demo:12:31740236,Now get out of here.,이제 여기서 꺼져.,64,not_generated,12
demo,21,끝,64,1,demo:13:52284744,it will mean the end of the Cold War.,Cold War 끝.,64,not_generated,13
demo,21,돼,64,1,demo:13:52284456,"If it is completed and the colonel gets his hands on it,","완성돼 Colonel 손에 가면,",64,not_generated,13
demo,21,손,64,1,demo:13:52284456,"If it is completed and the colonel gets his hands on it,","완성돼 Colonel 손에 가면,",64,not_generated,13
demo,21,완,64,2,demo:13:52283084|demo:13:52284456,"Is that thing finished? || If it is completed and the colonel gets his hands on it,","완성? || 완성돼 Colonel 손에 가면,",64,not_generated,13
demo,22,럼,64,1,demo:13:53378532,And then the age of fear will truly begin...,그럼 fear 시대가 와...,64,not_generated,13
demo,22,발,64,1,demo:13:53379900,"Please, take me to America, quickly.",제발 US로 가.,64,not_generated,13
demo,22,싫,64,1,demo:13:53379248,I didn't want to die.,죽기 싫어.,64,not_generated,13
demo,23,완,64,1,demo:13:54391500,They cannot complete it without my help!,나 없인 완성 못해!,64,not_generated,13
demo,24,동,64,1,demo:14:55185740,What are you doing here?,북동쪽이라 ... 알았다 .,64,not_generated,14
demo,24,북,64,1,demo:14:55185740,What are you doing here?,북동쪽이라 ... 알았다 .,64,not_generated,14
demo,24,쪽,64,1,demo:14:55185740,What are you doing here?,북동쪽이라 ... 알았다 .,64,not_generated,14
demo,31,괜,64,1,demo:18:80849540,She's a nice catch.,괜찮은 포획물이군.,64,not_generated,18
demo,31,찮,64,1,demo:18:80849540,She's a nice catch.,괜찮은 포획물이군.,64,not_generated,18
demo,32,두,64,1,demo:18:86384468,"Not so fast, my dear.","그렇게 서두르지 마, 아가씨.",64,not_generated,18
demo,32,씨,64,1,demo:18:86384468,"Not so fast, my dear.","그렇게 서두르지 마, 아가씨.",64,not_generated,18
demo,33,국,64,1,demo:18:89152260,It will be our friend the American defector.,우리의 미국인 망명자가 해줄 거다.,64,not_generated,18
demo,33,당,64,1,demo:18:89151948,But it won't be me that pulled the trigger.,하지만 방아쇠를 당기는 건 내가 아니야.,64,not_generated,18
demo,33,망,64,1,demo:18:89152260,It will be our friend the American defector.,우리의 미국인 망명자가 해줄 거다.,64,not_generated,18
demo,33,쇠,64,1,demo:18:89151948,But it won't be me that pulled the trigger.,하지만 방아쇠를 당기는 건 내가 아니야.,64,not_generated,18
